"COUNTY_NAME","ENTITY_CD","ENTITY_NAME","DISTRICT_NAME","PROF_LEVEL","PER_FREE_LUNCH","PER_REDUCED_LUNCH","PER_LEP","PER_AM_IND","PER_BLACK","PER_HISP","PER_ASIAN","PER_WHITE","PER_Multi","PER_SWD","PER_FEMALE","PER_ECDIS","PER_SUSPENSIONS","MEAN_CLASS_SIZE","MEAN_ENROLL","PER_NOT_HQ","STUD_TEACH_RATIO","PER_HS_DEGREE","MEAN_INC","EXP_PER_ST","MEAN_TEACH_SCORE","CHARTER","VIOL_CRIME_PER_CITIZEN","PROP_CRIME_PER_CITIZEN","TOTAL_DIST_POP"
"WESTCHESTER","662001030001","EDGEWOOD SCHOOL","SCARSDALE UNION FREE SCHOOL DISTRICT","Proficient",0,0,6.333,0,0.667,7.333,28.667,56.667,6.333,8,45.667,0,0,20.333,345.667,0,10.582,31.553,69256.748,403805.207,93.338,0,0.00217533730418714,0.0107248132278337,18342
"BRONX","321100860859","BRONX CHARTER SCHOOL FOR EXCELLENCE",NA,"Proficient",56,12.333,6.667,0,46.333,35,17.667,0.333,0,11.333,50.667,76,0,28.667,565.667,4,13.468,38.133,78554.864,36786.682,91.417,1,0.00911660408481436,0.0160715764710795,5217942.33010172
"QUEENS","342600010186","PS 186 CASTLEWOOD","NEW YORK CITY GEOGRAPHIC DISTRICT #26","Proficient",25.667,8,1,0.667,13.333,20.667,32,32,1,30.667,45.333,34,0,18.333,289.333,7,4.796,37.119,68345.415,89895832.949,86.377,0,0.00464932850969108,0.0126289441911748,8461961
"SUFFOLK","580403030014","J TAYLOR FINLEY MIDDLE SCHOOL","HUNTINGTON UNION FREE SCHOOL DISTRICT","Not Proficient",34.333,2.667,8.667,0,8.333,39.333,2,47.667,3,14,47.667,45.333,6,26,693,0,13.327,19.807,86508.757,167108.225,84.094,0,0.00122526082516204,0.0147749527744588,36475
"ONEIDA","411501060005","MYLES ELEMENTARY SCHOOL","NEW HARTFORD CENTRAL SCHOOL DISTRICT","Not Proficient",21.667,6.333,6,0,1.667,5,8.333,81.333,4,12.333,45.667,31.333,0,18.333,310,0,9.894,37.072,117042.344,145577.419,91.611,0,0.00259900883800428,0.0207680217128035,17543
"KINGS","332100010095","PS 95 GRAVESEND (THE)","NEW YORK CITY GEOGRAPHIC DISTRICT #21","Not Proficient",62,2.333,14.667,0.333,9.333,38.667,27,23.333,1,20.333,48.333,64.667,0,23.267,781.333,7,11.959,17.011,99218.463,33289071.246,85.604,0,0.00627668927886969,0.014459509017006,8461961
"CAYUGA","050301040003","WEEDSPORT ELEMENTARY SCHOOL","WEEDSPORT CENTRAL SCHOOL DISTRICT","Not Proficient",24.333,4.333,0,0.333,0.333,2.333,1.333,92,3.667,12.333,51.333,33.333,1,18.667,357.667,0,11.062,29.248,86080.208,44116.496,93.067,0,0.0022390617265146,0.0164984831753043,5403
"JEFFERSON","220401040003","DEXTER ELEMENTARY SCHOOL","GENERAL BROWN CENTRAL SCHOOL DISTRICT","Not Proficient",37.333,6.333,0.667,0,2,2,0.667,94.333,1,17.333,50,48,1,22,269.667,0,14.193,26.585,97999.074,73757.726,88.631,0,0.00178017394842582,0.0187392977637624,8798
"SENECA","561006060002","LA FAYETTE SCHOOL","WATERLOO CENTRAL SCHOOL DISTRICT","Not Proficient",27,5.333,0.333,0,2.667,4,0.667,89.667,3.667,14.333,51,36.333,0.667,19.333,357.333,0,10.408,18.633,140896.167,89846.082,94.5,0,0.00183240095901359,0.0178787532823382,12142
"WESTCHESTER","662300010008","PATRICIA A DICHIARO SCHOOL","YONKERS CITY SCHOOL DISTRICT","Not Proficient",30.333,8.667,1.667,0,8,28.333,4,58.333,1.333,23.667,47.667,39,2.667,28.333,466.333,0,19.164,26.965,209336.495,1230107.219,93.296,0,0.00217533730418714,0.0107248132278337,199725
"NIAGARA","400800010015","HENRY J KALFAS MAGNET SCHOOL","NIAGARA FALLS CITY SCHOOL DISTRICT","Not Proficient",76.667,5.667,0,4.333,55.333,6,0,24.667,10.333,15,55,83,10,21,332,0,14.028,22.871,64081.506,519635.542,84.695,0,0.0201076253172572,0.0939633382386482,49180
"QUEENS","342800010217","JHS 217 ROBERT A VAN WYCK","NEW YORK CITY GEOGRAPHIC DISTRICT #28","Not Proficient",56,1.333,17.667,1.333,13.333,42.333,37,6,0,16.333,47.333,58,2,30.583,1599.333,9.667,17.511,30.744,56038.218,16262939.35,85.244,0,0.00464932850969108,0.0126289441911748,8461961
"MONROE","261801060004","BARCLAY ELEMENTARY SCHOOL","BROCKPORT CENTRAL SCHOOL DISTRICT","Not Proficient",35.333,9.333,2,0,2,7,2,83,5,12.667,48.667,46,0.667,21.667,488.333,0,13.565,12.169,107624.071,142949.488,89.792,0,0.0033319274567693,0.0240602427005643,27883
"OTSEGO","470202040003","GILBERTSVILLE-MOUNT UPTON JUNIOR-SENIOR HIGH SCHOOL","GILBERTSVILLE-MOUNT UPTON CENTRAL SCHOOL DISTRICT","Not Proficient",38,12.333,0,0,2.333,2.333,0.333,95,0,14.667,52.667,52.667,4,20.222,209,6,10.279,27.974,70743.225,40688.995,89.316,0,0.00122993161580216,0.011954935305597,3345
"ERIE","141401060008","A J SCHMIDT ELEMENTARY SCHOOL","EVANS-BRANT CENTRAL SCHOOL DISTRICT (LAKE SHORE)","Not Proficient",43.667,7,0,8.667,2,4.667,1,81.333,3.333,14,52.667,53,0.333,17,254,0,9.646,22.71,82659.64,205114.173,83.908,0,0.0041347794072196,0.0247089073220775,17962
"CHENANGO","081200050001","PERRY BROWNE INTERMEDIATE SCHOOL","NORWICH CITY SCHOOL DISTRICT","Not Proficient",51,6.333,0.333,0,4.667,3.333,1,89.667,1,17,46.667,59,3.667,23.333,381,0,10.583,22.784,182434.9,103097.113,83.29,0,0.00150549851884917,0.015825995211622,13131
"BRONX","320800011269","BRONX STUDIO SCHOOL FOR WRITERS AND ARTISTS","NEW YORK CITY GEOGRAPHIC DISTRICT # 8","Not Proficient",77,0.667,13.667,0.333,21.667,76,1,1,0,25.667,54,77.667,1.333,25.583,567.667,25.333,14.556,23.058,191089.216,45818897.827,80.176,0,0.00911660408481436,0.0160715764710795,8461961
"ONEIDA","411800010025","GEORGE R STALEY UPPER ELEMENTARY SCHOOL","ROME CITY SCHOOL DISTRICT","Not Proficient",51.333,7.333,1,0,8.667,5.333,1,84,0,16,49,61,4.667,22.667,777.333,2,11.778,39.131,136342.046,138527.444,91.462,0,0.00259900883800428,0.0207680217128035,38441
"BRONX","321200010384","ENTRADA ACADEMY","NEW YORK CITY GEOGRAPHIC DISTRICT #12","Not Proficient",91.667,4.333,34,1,14,83,1,1,0,21.333,45,95.667,7,24.25,280.333,42,10.646,10.937,133682.67,92781906.064,74.955,0,0.00911660408481436,0.0160715764710795,8461961
"WESTCHESTER","661601030001","COLONIAL SCHOOL","PELHAM UNION FREE SCHOOL DISTRICT","Not Proficient",3,0,0.333,0,2.333,9.667,2.667,78.667,6.667,10.667,46.333,3.667,0,20.333,252.667,0,13.069,30.047,172176.965,261522.427,84.655,0,0.00217533730418714,0.0107248132278337,12560
"QUEENS","342900860821","MERRICK ACADEMY-QUEENS PUBLIC CHARTER SCHOOL",NA,"Not Proficient",49.667,13.333,2,0.333,88.667,4.333,5,0,1.333,11.667,49.667,53.667,4.333,25.667,425.333,11.667,11.706,9.982,158783.084,48923.981,75.421,1,0.00464932850969108,0.0126289441911748,3207275.86446389
"BRONX","320900010219","IS 219 NEW VENTURE SCHOOL","NEW YORK CITY GEOGRAPHIC DISTRICT # 9","Not Proficient",90,1.667,31.667,0.333,37.667,61,1,0.333,0,28.667,47.667,91.667,3.667,26.167,340.333,18,12.301,41.084,59266.822,76424665.034,81.389,0,0.00911660408481436,0.0160715764710795,8461961
"NIAGARA","401201060001","ROYALTON-HARTLAND ELEMENTARY SCHOOL","ROYALTON-HARTLAND CENTRAL SCHOOL DISTRICT","Not Proficient",28,10.333,0.333,0,0.667,3,0,93.333,2.333,11,50,42.333,0.333,21.333,364.667,0,9.768,21.979,91425.483,55749.543,85.219,0,0.0201076253172572,0.0939633382386482,9068
"WASHINGTON","641701060001","WHITEHALL ELEMENTARY SCHOOL","WHITEHALL CENTRAL SCHOOL DISTRICT","Not Proficient",45,10.333,0,0,0.667,1,1,97.667,0,14.333,49.667,64.333,0,18.333,293.333,4.667,8.889,32.818,186064.897,44962.5,94.167,0,0.00124549747858801,0.00906427599455695,4749
"ONTARIO","430901060002","GORHAM ELEMENTARY SCHOOL","GORHAM-MIDDLESEX CENTRAL SCHOOL DISTRICT (MARCUS WHITMAN)","Not Proficient",42,7.333,0,0,0.333,0.667,0,98,0.333,17,47,47.667,3.333,19.667,261,0,10.038,12.65,76444.983,120379.31,98.229,0,0.00126815897670169,0.0162576518958429,9863
"QUEENS","342900010036","PS 36 ST ALBANS SCHOOL","NEW YORK CITY GEOGRAPHIC DISTRICT #29","Not Proficient",60.333,1.667,3,1.667,89,8.333,0,0,0.667,22.333,51.667,62,0,28,421,2.333,14.352,19.376,129115.383,61781142.518,81.5,0,0.00464932850969108,0.0126289441911748,8461961
"SUFFOLK","580507060003","JOHN PEARL ELEMENTARY SCHOOL","CONNETQUOT CENTRAL SCHOOL DISTRICT","Not Proficient",20.333,4,0,0,2.333,14,5.333,77.333,1,16.333,50,26.667,0,19.333,200.333,0,11.784,26.513,169706.295,814522.463,78.16,0,0.00122526082516204,0.0147749527744588,38524
"SUFFOLK","580403030017","WOODHULL INTERMEDIATE SCHOOL","HUNTINGTON UNION FREE SCHOOL DISTRICT","Not Proficient",44.333,3.667,16,0,8.333,46,1.667,41,3,15.667,49.667,53,4,26.333,555.333,0,13.769,39.086,175867.25,208534.214,84.615,0,0.00122526082516204,0.0147749527744588,36475
"BRONX","321000010396","PS 396","NEW YORK CITY GEOGRAPHIC DISTRICT #10","Not Proficient",87.667,2.333,21.667,0.333,24,73.333,0,2,0,27.667,46,90.333,0,15.333,287.333,5,4.659,22.687,133251.098,90521558.005,82.92,0,0.00911660408481436,0.0160715764710795,8461961
"ERIE","140201060001","AMHERST MIDDLE SCHOOL","AMHERST CENTRAL SCHOOL DISTRICT","Not Proficient",21.333,5.333,2.333,0,14.667,3.667,7,71.667,3.333,15,48.667,30.333,2.333,21.167,674.333,0.667,10.876,34.052,105280.816,79082.551,91.582,0,0.0041347794072196,0.0247089073220775,24036
"BRONX","320900010274","NEW AMERICAN ACADEMY AT ROBERTO CLEMENTE STATE PARK","NEW YORK CITY GEOGRAPHIC DISTRICT # 9","Not Proficient",89.667,1,17.667,1,36.667,60.333,0,1.333,0.333,21.333,52.667,91.333,0,28.667,320.667,14.667,11.318,35.826,125115.64,81111832.64,84.549,0,0.00911660408481436,0.0160715764710795,8461961
"SUFFOLK","580913080001","TUCKAHOE SCHOOL","TUCKAHOE COMMON SCHOOL DISTRICT","Not Proficient",46,3,22,0.667,3.667,59.667,2,34.667,0,12.667,52,56.333,2.333,23.567,293.667,0,8.311,18.693,93913.707,60364.359,88.439,0,0.00122526082516204,0.0147749527744588,3452
"ONONDAGA","421101060001","K C HEFFERNAN ELEMENTARY SCHOOL","MARCELLUS CENTRAL SCHOOL DISTRICT","Not Proficient",14,2.333,1,0,0,1.333,1.667,95,1.667,9.333,46,18.333,0,20.667,346.667,0,10.297,25.189,215270.09,84507.692,90.293,0,0.00313128939215896,0.0227317594274116,10374
"BRONX","321100010178","PS 178 DR SELMAN WAKSMAN","NEW YORK CITY GEOGRAPHIC DISTRICT #11","Not Proficient",68,11.333,3.333,1,63,28,2,5,1,26.667,46.667,79.333,0,25.333,411,0,12.088,2.859,116530.699,63284333.333,88.314,0,0.00911660408481436,0.0160715764710795,8461961
"KINGS","331600010385","SCHOOL OF BUSINESS FINANCE & ENTREPRENEURSHIP","NEW YORK CITY GEOGRAPHIC DISTRICT #16","Not Proficient",75,0.667,8.667,1.333,75,20,1.667,2,0,36.333,43,75.667,4.333,20.028,85.667,22.667,8.29,22.297,175500.284,303617054.475,83.469,0,0.00627668927886969,0.014459509017006,8461961
"KINGS","331500010051","MS 51 WILLIAM ALEXANDER","NEW YORK CITY GEOGRAPHIC DISTRICT #15","Not Proficient",22.333,2.333,2,0,11.333,18.333,12.333,56.333,1.333,16,56.667,24.333,0,28.75,1120,12.667,17.231,29.556,116135.834,23223090.179,89.213,0,0.00627668927886969,0.014459509017006,8461961
"ORANGE","442115020002","GOLDEN HILL ELEMENTARY","FLORIDA UNION FREE SCHOOL DISTRICT","Not Proficient",20.333,4,6.333,0,5.333,24.667,2.333,65.667,1.667,9.667,51,28.333,3,19.333,307.667,0,9.716,34.151,159776.65,62375.948,88.244,0,0.00233466758097182,0.0177236991085525,4627
"SUFFOLK","580801060016","NESAQUAKE MIDDLE SCHOOL","SMITHTOWN CENTRAL SCHOOL DISTRICT","Not Proficient",4,1.667,0.333,0,0,4.667,2.667,91.667,1,15.333,49.333,6.667,0.667,25.75,755,0,14.068,33.895,172922.419,294259.603,92.926,0,0.00122526082516204,0.0147749527744588,57718
"NIAGARA","400701060004","COLONIAL VILLAGE ELEMENTARY SCHOOL","NIAGARA-WHEATFIELD CENTRAL SCHOOL DISTRICT","Not Proficient",44,8.667,0,2.667,3,3,0,83.667,7.667,14,50.667,60,1.333,22,347,0,11.567,19.795,129332.173,178662.824,93.722,0,0.0201076253172572,0.0939633382386482,26801
"FRANKLIN","161201040005","SALMON RIVER MIDDLE SCHOOL","SALMON RIVER CENTRAL SCHOOL DISTRICT","Not Proficient",67.333,9.333,0,67.333,0,0.333,0,31,1,17.667,50.667,82,6.333,17,367,7.667,14.299,22.695,111201.256,99792.916,89.5,0,0.00160762248318858,0.0139157370556982,7476
"ERIE","140702030004","MARYVALE INTERMEDIATE SCHOOL","CHEEKTOWAGA-MARYVALE UNION FREE SCHOOL DISTRICT","Not Proficient",43.333,9,4.333,0.667,9,4,3.333,78.333,4.333,16.333,49,55.333,2,24.333,461.333,0,16.282,24.064,126042.766,91714.595,88.774,0,0.0041347794072196,0.0247089073220775,18752
"GENESEE","181302040002","PEMBROKE JUNIOR-SENIOR HIGH SCHOOL","PEMBROKE CENTRAL SCHOOL DISTRICT","Not Proficient",21.667,8.333,0,0,0,1,0,95,3.667,10.667,52.333,32,5.667,17.736,445.667,0.667,10.959,30.994,150823.282,42190.726,85.743,0,0.00213706331600427,0.02017848373495,6908
"KINGS","331800010244","PS 244 RICHARD R GREEN","NEW YORK CITY GEOGRAPHIC DISTRICT #18","Not Proficient",75,8,2.667,0.333,96.333,2,0,1,0,24.333,49,82.667,0.333,18.667,538,6.667,8.967,16.743,40273.422,48345466.543,84.5,0,0.00627668927886969,0.014459509017006,8461961
"SARATOGA","520302060002","SKANO ELEMENTARY SCHOOL","SHENENDEHOWA CENTRAL SCHOOL DISTRICT","Not Proficient",10.667,0.667,3,0,1,5.333,9.333,79.333,4.667,6.333,46.333,12.667,0,23,422.333,0,14.236,22.565,149351.344,361458.564,90.385,0,0.00100120482463355,0.0119477701852585,65285
"RICHMOND","353100010044","PS 44 THOMAS C BROWN","NEW YORK CITY GEOGRAPHIC DISTRICT #31","Not Proficient",91.333,3,7.333,1,41.667,50.667,2,2,3,35.333,50.667,94.333,1,26.333,702.333,3.333,10.695,25.871,155971.083,37033499.288,83.171,0,0.00350288597239946,0.0117805139819658,8461961
"NIAGARA","401201060004","ROYALTON-HARTLAND MIDDLE SCHOOL","ROYALTON-HARTLAND CENTRAL SCHOOL DISTRICT","Not Proficient",24,10,0.333,1.667,1.333,3.333,0,92.333,1.667,11.333,51,36.333,2,21.833,432.333,0,12.471,9.638,62396.091,47023.901,92.378,0,0.0201076253172572,0.0939633382386482,9068
"QUEENS","342900010147","PS/MS 147 RONALD MCNAIR","NEW YORK CITY GEOGRAPHIC DISTRICT #29","Not Proficient",65,10.667,4,0,95,2.667,1,1,0,17.333,49.333,76,0,27.117,584.667,13.333,13.597,15.578,168109.868,44486649.373,81.173,0,0.00464932850969108,0.0126289441911748,8461961
"KINGS","331900010663","SCHOOL OF THE FUTURE BROOKLYN","NEW YORK CITY GEOGRAPHIC DISTRICT #19","Not Proficient",84.667,4.333,4.667,0.333,65,30,3.667,1,0,33.667,49.333,88.667,1.333,23.25,112,29.333,11.2,24.719,155344.127,232230901.786,80.2,0,0.00627668927886969,0.014459509017006,8461961
"SUFFOLK","580205060001","GATELOT AVENUE SCHOOL","SACHEM CENTRAL SCHOOL DISTRICT","Not Proficient",22.667,4.667,4,0,4.667,15.667,8,68.333,3,16,48,28.667,1,23,452.667,0,13.446,38.646,192017.632,615923.417,95.389,0,0.00122526082516204,0.0147749527744588,81470
"CAYUGA","050100010007","OWASCO ELEMENTARY SCHOOL","AUBURN CITY SCHOOL DISTRICT","Not Proficient",37.333,3.333,0,0,4,2.333,0,87.667,6,9,47.667,42.667,3.333,19.667,370.667,0,10.902,30.397,121576.699,214114.209,89.006,0,0.0022390617265146,0.0164984831753043,33462
"BRONX","321100010019","PS 19 JUDITH K WEISS","NEW YORK CITY GEOGRAPHIC DISTRICT #11","Not Proficient",44.667,11.667,8.667,0.333,7.333,27.333,4,60.667,0.333,18.667,49,56,0,29.333,455,0.667,13.65,23.189,221492.606,57164529.67,83.171,0,0.00911660408481436,0.0160715764710795,8461961
"ORANGE","440401060001","E J RUSSELL ELEMENTARY SCHOOL","PINE BUSH CENTRAL SCHOOL DISTRICT","Not Proficient",28.667,6.667,2.333,1,3.333,9,1.333,83,3,17,48.333,24.333,0.333,22,478.667,0,10.559,26.752,49041.696,224068.245,84.147,0,0.00233466758097182,0.0177236991085525,32289
"SUFFOLK","580404030006","PULASKI ROAD SCHOOL","NORTHPORT-EAST NORTHPORT UNION FREE SCHOOL DISTRICT","Not Proficient",19.333,2,11.667,0,0.333,19,6.667,71.333,2.667,21,48.333,23.667,0.333,19.333,319.667,0,9.887,22.4,129090,484379.562,81.222,0,0.00122526082516204,0.0147749527744588,35382
"BRONX","321100010016","PS 16 WAKEFIELD","NEW YORK CITY GEOGRAPHIC DISTRICT #11","Not Proficient",88.667,6,5.667,7.333,55.333,30.667,4,1.667,1.333,22,48.333,95,0,27.333,410.667,6.333,11.303,34.446,97315.508,63335700.487,86.499,0,0.00911660408481436,0.0160715764710795,8461961
"ONONDAGA","421800010027","PORTER ELEMENTARY SCHOOL","SYRACUSE CITY SCHOOL DISTRICT","Not Proficient",77.667,1.667,15.667,2.667,32.333,12,7.667,36,9.333,21,45,81,27.333,23,441.667,0.667,11.726,29.718,217026.638,966070.189,93.696,0,0.00313128939215896,0.0227317594274116,144350
"KINGS","331900011404","ACADEMY FOR YOUNG WRITERS","NEW YORK CITY GEOGRAPHIC DISTRICT #19","Not Proficient",70.333,5.333,1.333,1,71.667,24,1,1,1,17.333,65.333,75.667,4,24,544,28,13.714,25.216,101525.323,47812244.485,79.814,0,0.00627668927886969,0.014459509017006,8461961
"SUFFOLK","580506030008","FOREST BROOK ELEMENTARY SCHOOL","HAUPPAUGE UNION FREE SCHOOL DISTRICT","Not Proficient",6,2,0.667,1,1.333,5.667,2.667,86.667,2.333,16,47.667,9,0.333,22,338.667,0,11.678,21.722,158872.615,281997.047,91.225,0,0.00122526082516204,0.0147749527744588,23097
"ERIE","140600010072","LORRAINE ELEMENTARY SCHOOL","BUFFALO CITY SCHOOL DISTRICT","Not Proficient",68.667,1.667,0.333,1,30.667,13.333,1.333,48.667,5,26.333,50,76,17.333,22.2,584.667,3,11.616,27.428,206033.777,1524860.319,96.343,0,0.0041347794072196,0.0247089073220775,258989
"SUFFOLK","580233020002","CENTER MORICHES MIDDLE SCHOOL","CENTER MORICHES UNION FREE SCHOOL DISTRICT","Not Proficient",15,3.333,2.333,2.333,5,11.667,1.333,79.333,0,17.333,48,22.667,4.667,23.25,352.333,0,13.551,14.7,118072,108513.718,93,0,0.00122526082516204,0.0147749527744588,8110
"NIAGARA","400301060005","LEWISTON PORTER MIDDLE SCHOOL","LEWISTON-PORTER CENTRAL SCHOOL DISTRICT","Not Proficient",16,4.667,0,1,2.333,2.667,1,91.667,1,18.333,48.667,21.667,2.667,19,491.333,0,13.279,22.354,113503.263,82359.566,83.867,0,0.0201076253172572,0.0939633382386482,18681
"BRONX","320900010058","PS 58","NEW YORK CITY GEOGRAPHIC DISTRICT # 9","Not Proficient",88.333,1.667,21.333,0,24.333,72.333,0,1.667,1.333,24.667,48.667,90.333,0,19.333,382,17.667,12.191,26.389,162916.075,68088641.361,80.962,0,0.00911660408481436,0.0160715764710795,8461961
"RICHMOND","353100010056","PS 56 LOUIS DESARIO SCHOOL (THE)","NEW YORK CITY GEOGRAPHIC DISTRICT #31","Not Proficient",29,11.333,1,0.333,1,12.333,4,82,0.333,29.667,50,40,0,27.333,540,0,12.462,23.217,49013.582,48166409.259,79.925,0,0.00350288597239946,0.0117805139819658,8461961
"BRONX","320900010449","GRANT AVENUE ELEMENTARY SCHOOL","NEW YORK CITY GEOGRAPHIC DISTRICT # 9","Not Proficient",91.333,4,22.333,1,36,58.333,3.667,0.667,0.333,31.333,49.333,95.333,0,25,364,2.667,9.838,22.186,141503.195,71455662.088,85.469,0,0.00911660408481436,0.0160715764710795,8461961
"ORANGE","440102060005","ROUND HILL ELEMENTARY SCHOOL","WASHINGTONVILLE CENTRAL SCHOOL DISTRICT","Not Proficient",25.667,7.667,0,0.667,6.667,22.667,2,63.667,4.333,16,48.333,38.333,0.667,20.667,430,0,12.056,30.644,111816.723,191023.256,88.244,0,0.00233466758097182,0.0177236991085525,23473
"ORLEANS","450607040002","KENDALL JUNIOR-SENIOR HIGH SCHOOL","KENDALL CENTRAL SCHOOL DISTRICT","Not Proficient",35.667,7.667,0,0,1,5.333,0,88.333,4.667,15.667,48.333,45.667,6.667,17,339.333,2,10.946,26.615,116146.773,47484.283,91.472,0,0.00167389956602604,0.0155849110591826,5017
"KINGS","331900010311","ESSENCE SCHOOL","NEW YORK CITY GEOGRAPHIC DISTRICT #19","Not Proficient",89.667,3.667,15.667,0,72,20,2.333,5.667,0,30,43.333,93.667,3.667,16.633,133,10.667,9.5,27.673,135442.177,195562864.662,91.521,0,0.00627668927886969,0.014459509017006,8461961
"SUFFOLK","580212060006","LONGWOOD JUNIOR HIGH SCHOOL","LONGWOOD CENTRAL SCHOOL DISTRICT","Not Proficient",39.333,8.667,2.667,0.333,18.667,23,3.667,51.333,3,17.333,50,51.667,8.667,25.75,1332,0,12.372,26.469,78674.93,157506.757,87.556,0,0.00122526082516204,0.0147749527744588,67882
"BRONX","321000010308","BRONX DANCE ACADEMY SCHOOL","NEW YORK CITY GEOGRAPHIC DISTRICT #10","Not Proficient",80.333,5.667,8.333,0,25.667,71.333,2.333,1,0,21.667,78.667,86,2,29,261,14.667,14.5,29.384,175110.221,99654639.847,77,0,0.00911660408481436,0.0160715764710795,8461961
"MONROE","261101060001","VILLAGE ELEMENTARY SCHOOL","HILTON CENTRAL SCHOOL DISTRICT","Not Proficient",22.667,5.667,0,0,1.333,4.333,0.333,91.667,2.333,10,49,32.333,0.333,22.333,833.667,0,10.969,18.875,60975,88015.994,91.551,0,0.0033319274567693,0.0240602427005643,26974
"KINGS","331300010265","DR SUSAN S MCKINNEY SECONDARY SCHOOL OF THE ARTS","NEW YORK CITY GEOGRAPHIC DISTRICT #13","Not Proficient",76.667,4.333,4.333,0,72.333,24,1,0.333,1.667,22,62,81.333,1,20,445.667,12.333,13.108,28.916,110787.767,58361692.595,83.815,0,0.00627668927886969,0.014459509017006,8461961
"MONROE","261600010050","SCHOOL 50-HELEN BARRETT MONTGOMERY","ROCHESTER CITY SCHOOL DISTRICT","Not Proficient",86,2.333,24,0,51,25.333,14.667,8.333,0,18.667,48.667,93.333,2.333,22.889,599.667,0,11.682,8.028,103999.975,1440673.708,96.711,0,0.0033319274567693,0.0240602427005643,210291
"GREENE","190301040004","CAIRO-DURHAM MIDDLE SCHOOL","CAIRO-DURHAM CENTRAL SCHOOL DISTRICT","Not Proficient",45.333,9,0,0,1.333,9.333,0,82.333,6.333,18,51.667,58.667,4.667,17.778,273.333,0.667,11.081,28.316,104931.358,93193.902,85.579,0,0.00205537872641411,0.0111964051675716,9535
"SUFFOLK","580201060010","ROBERT CUSHMAN MURPHY JUNIOR HIGH SCHOOL","THREE VILLAGE CENTRAL SCHOOL DISTRICT","Not Proficient",7.333,2,0,0,1.667,3.333,10.333,84,0,15.333,48.667,9.333,0.667,25,829.333,0.667,13.978,22.698,163700.609,215534.566,89.797,0,0.00122526082516204,0.0147749527744588,45708
"PUTNAM","480101060002","AUSTIN ROAD ELEMENTARY SCHOOL","MAHOPAC CENTRAL SCHOOL DISTRICT","Not Proficient",9.333,3,3,0,2,15,2,79.667,2.333,12.667,49,16.667,0,22.667,551,0,11.4,25.35,81702.502,208716.878,94.091,0,0.000470787059391598,0.00631337518107195,27467
"WAYNE","651201060003","SODUS JR/SR HIGH SCHOOL","SODUS CENTRAL SCHOOL DISTRICT","Not Proficient",36.333,7.333,2.333,0.333,13.667,13.333,0,67,5.333,14.667,50,53.667,5,19.506,452.333,0,10.28,16.52,66070.612,57439.941,97.022,0,0.00176546139277706,0.0160350044626336,7290
"WAYNE","650701040002","MARION JUNIOR-SENIOR HIGH SCHOOL","MARION CENTRAL SCHOOL DISTRICT","Not Proficient",28,10.667,0.333,0,0.667,7.333,0.667,90.333,1,10.333,54.333,41.667,6.333,18.544,368.667,5,12.154,14.087,94277.362,47877.939,94.625,0,0.00176546139277706,0.0160350044626336,5771
"SUFFOLK","580212060004","WEST MIDDLE ISLAND SCHOOL","LONGWOOD CENTRAL SCHOOL DISTRICT","Not Proficient",36,6,7,0,17.667,22.667,3.667,50.333,5,14.333,49.667,47.667,0.667,24.333,679.667,0,13.24,16.838,145325.107,308679.255,87.482,0,0.00122526082516204,0.0147749527744588,67882
"KINGS","331400010084","PS 84 JOSE DE DIEGO","NEW YORK CITY GEOGRAPHIC DISTRICT #14","Not Proficient",44,0.667,18.667,0,3,63.667,3.333,26.333,3.333,18.667,49.333,44.333,0,20,491,8.333,8.275,29.853,49848.814,52973240.326,88.258,0,0.00627668927886969,0.014459509017006,8461961
"NASSAU","280202030009","TURTLE HOOK MIDDLE SCHOOL","UNIONDALE UNION FREE SCHOOL DISTRICT","Not Proficient",57.333,10.667,11.667,0,42.333,54,2,0.667,1,13.333,49.667,77,6,22.4,734.333,0,10.441,24.526,151593.43,242355.878,85.281,0,0.00141715697438313,0.0106720145400836,43754
"ERIE","140207060008","HERITAGE HEIGHTS ELEMENTARY SCHOOL","SWEET HOME CENTRAL SCHOOL DISTRICT","Not Proficient",50.667,7.667,25.333,0.333,14.333,9,18,56.667,2,4,45.667,60.667,0.333,20.333,275,0,8.967,28.215,145270.041,255516.364,96.455,0,0.0041347794072196,0.0247089073220775,36557
"BRONX","321000010023","PS 23 NEW CHILDREN'S SCHOOL (THE)","NEW YORK CITY GEOGRAPHIC DISTRICT #10","Not Proficient",84.333,0,16.333,0,37.333,61.333,0,1,0,34.333,48,84.667,0,26,452,4.333,9.898,27.624,194894.618,57543940.265,85.343,0,0.00911660408481436,0.0160715764710795,8461961
"MONROE","261600010033","SCHOOL 33-AUDUBON","ROCHESTER CITY SCHOOL DISTRICT","Not Proficient",88.333,1.667,11.667,0,57,37.333,0.333,4.667,0,22.667,47.333,94.333,0.667,21.667,883.667,0.333,9.746,28.822,138746.892,977658.242,95.696,0,0.0033319274567693,0.0240602427005643,210291
"ERIE","140203060002","DODGE ELEMENTARY SCHOOL","WILLIAMSVILLE CENTRAL SCHOOL DISTRICT","Not Proficient",13.667,2.333,4.667,0,4.667,4.667,10,75.333,4.667,14.667,43.667,18,0,23,417,0,10.784,42.32,200487.953,393522.782,96.515,0,0.0041347794072196,0.0247089073220775,74637
