GROUP_CODE,GROUP_NAME,ENTITY_CD,ENTITY_NAME
6,Public School,310300011299,"HIGH SCHOOL FOR ARTS, IMAGINATION AND INQUIRY"
6,Public School,310300011307,URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES
6,Public School,310300011402,URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS (THE)
6,Public School,310300011403,GLOBAL LEARNING COLLABORATIVE (THE)
6,Public School,310300011404,INNOVATION DIPLOMA PLUS
6,Public School,310300011415,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING  AND VISUAL ARTS
6,Public School,310300011417,FRANK MCCOURT HIGH SCHOOL
6,Public School,310300011479,BEACON HIGH SCHOOL
6,Public School,310300011485,"FIORELLO H LAGUARDIA HIGH SCHOOL OF MUSIC, ART AND PERFORMING ARTS"
6,Public School,310300011492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTICE"
6,Public School,310300011494,HIGH SCHOOL OF ARTS AND TECHNOLOGY
6,Public School,310300011505,EDWARD A REYNOLDS WEST SIDE HIGH SCHOOL
6,Public School,310300011541,MANHATTAN/HUNTER SCIENCE HIGH SCHOOL
6,Public School,310300011859,SPECIAL MUSIC SCHOOL
6,Public School,310300011860,FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL
6,Public School,310300860804,SISULU-WALKER CHARTER SCHOOL OF HARLEM
6,Public School,310300860871,OPPORTUNITY CHARTER SCHOOL
6,Public School,310300860875,HARLEM LINK CHARTER SCHOOL
6,Public School,310300860881,FUTURE LEADERS INSTITUTE CHARTER SCHOOL
6,Public School,310300860897,SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 1
6,Public School,310300860923,SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 4
6,Public School,310300860963,NEW YORK FRENCH-AMERICAN CHARTER SCHOOL
6,Public School,310300861008,SUCCESS ACADEMY CHARTER SCHOOL-UPPER WEST
6,Public School,310300861034,HARLEM HEBREW LANGUAGE ACADEMY CHARTER SCHOOL
6,Public School,310400010007,PS 7 SAMUEL STERN
6,Public School,310400010012,TAG YOUNG SCHOLARS
6,Public School,310400010037,RIVER EAST ELEMENTARY
6,Public School,310400010038,PS 38 ROBERTO CLEMENTE
6,Public School,310400010050,PS 50 VITO MARCANTONIO
6,Public School,310400010057,JAMES WELDON JOHNSON SCHOOL
6,Public School,310400010072,LEXINGTON ACADEMY (THE)
6,Public School,310400010083,PS 83 LUIS MUNOZ RIVERA
6,Public School,310400010096,PS 96 JOSEPH LANZETTA
6,Public School,310400010102,PS 102 JACQUES CARTIER
6,Public School,310400010108,PS 108 ASSEMBLYMAN ANGELO DEL TORO EDUCATIONAL COMPLEX
6,Public School,310400010112,PS 112 JOSE CELSO BARBOSA
6,Public School,310400010146,PS 146 ANN M SHORT
6,Public School,310400010155,PS 155 WILLIAM PACA
6,Public School,310400010171,PS 171 PATRICK HENRY
6,Public School,310400010182,BILINGUAL BICULTURAL SCHOOL (THE)
6,Public School,310400010206,PS 206 JOSE CELSO BARBOSA
6,Public School,310400010224,MS 224 MANHATTAN EAST SCHOOL FOR ARTS & ACADEMICS
6,Public School,310400010372,ESPERANZA PREPATORY ACADEMY
6,Public School,310400010375,MOSAIC PREPARATORY ACADEMY
6,Public School,310400010377,RENAISSANCE SCHOOL OF THE ARTS
6,Public School,310400010406,GLOBAL TECHNOLOGY PREPARATORY
6,Public School,310400010497,CENTRAL PARK EAST I
6,Public School,310400010825,ISAAC NEWTON MS FOR MATH AND SCIENCE
6,Public School,310400010964,CENTRAL PARK EAST II
6,Public School,310400011381,GLOBAL NEIGHBORHOOD SECONDARY SCHOOL
6,Public School,310400011409,COALITION SCHOOL FOR SOCIAL CHANGE
6,Public School,310400011435,MANHATTAN CENTER FOR SCIENCE & MATHEMATICS
6,Public School,310400011495,PARK EAST HIGH SCHOOL
6,Public School,310400011555,CENTRAL PARK EAST HIGH SCHOOL
6,Public School,310400011610,YOUNG WOMEN'S LEADERSHIP SCHOOL
6,Public School,310400011680,HERITAGE SCHOOL (THE)
6,Public School,310400860806,AMBER CHARTER SCHOOL
6,Public School,310400860812,HARBOR SCIENCE AND ARTS CHARTER SCHOOL
6,Public School,310400860840,HARLEM PREP CHARTER SCHOOL
6,Public School,310400860849,HARLEM VILLAGE ACADEMY LEADERSHIP CHARTER SCHOOL
6,Public School,310400860919,DREAM CHARTER SCHOOL
6,Public School,310400860922,SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 3
6,Public School,310400860968,RENSAISSANCE CHARTER HIGH SCHOOL FOR INNOVATION
6,Public School,310400860995,EAST HARLEM SCHOLARS ACADEMY CHARTER SCHOOL
6,Public School,310400861046,EAST HARLEM SCHOLARS ACADEMY CHARTER SCHOOL II
6,Public School,310400861061,NEW YORK CENTER FOR AUTISM CHARTER SCHOOL
6,Public School,310500010030,PS 30 HERNANDEZ/HUGHES
6,Public School,310500010036,PS 36 MARGARET DOUGLAS
6,Public School,310500010046,PS 46 ARTHUR TAPPAN
6,Public School,310500010092,PS 92 MARY MCLEOD BETHUNE
6,Public School,310500010123,PS 123 MAHALIA JACKSON
6,Public School,310500010125,PS 125 RALPH BUNCHE
6,Public School,310500010129,PS 129 JOHN H FINLEY
6,Public School,310500010133,PS 133 FRED R MOORE
6,Public School,310500010154,PS 154 HARRIET TUBMAN
6,Public School,310500010161,PS 161 PEDRO ALBIZU CAMPOS
6,Public School,310500010175,PS 175 HENRY H GARNET
6,Public School,310500010194,PS 194 COUNTEE CULLEN
6,Public School,310500010197,PS 197 JOHN B RUSSWURM
6,Public School,310500010200,PS 200 JAMES MCCUNE SMITH SCHOOL (THE)
6,Public School,310500010286,IS 286 RENAISSANCE LEADERSHIP ACADEMY
6,Public School,310500010302,KNOWLEDGE AND POWER PREP ACADEMY IV
6,Public School,310500010318,THURGOOD MARSHALL ACADEMY LOWER SCHOOL
6,Public School,310500010410,URBAN ASSEMBLY INSTITUTE FOR NEW TECHNOLOGIES
6,Public School,310500010514,NEW DESIGN MIDDLE SCHOOL
6,Public School,310500010517,TEACHERS COLLEGE COMMUNITY SCHOOL
6,Public School,310500011148,EAGLE ACADEMY FOR YOUNG MEN OF HARLEM
6,Public School,310500011157,URBAN ASSEMBLY SCHOOL FOR GLOBAL COMMERCE (THE)
6,Public School,310500011285,HARLEM RENAISSANCE HIGH SCHOOL
6,Public School,310500011304,MOTT HALL HIGH SCHOOL
6,Public School,310500011362,COLUMBIA SECONDARY SCHOOL
6,Public School,310500011367,ACADEMY FOR SOCIAL ACTION-A COLLEGE BOARD SCHOOL
6,Public School,310500011369,URBAN ASSEMBLY FOR THE PERFORMING ARTS
6,Public School,310500011469,CHOIR ACADEMY OF HARLEM
6,Public School,310500011499,FREDERICK DOUGLASS ACADEMY
6,Public School,310500011670,THURGOOD MARSHALL ACADEMY FOR LEARNING & SOCIAL CHANGE
6,Public School,310500011685,BREAD & ROSES INTEGRATED ARTS HIGH SCHOOL
6,Public School,310500011692,HIGH SCHOOL MATH SCIENCE AND ENGINEERING AT CCNY
6,Public School,310500860848,HARLEM VILLAGE ACADEMY CHARTER SCHOOL EHVACS
6,Public School,310500860858,KIPP SUCCESS THROUGH TEAMWORK ACHIEVE & RESPON COL PREP CHARTER SCH
6,Public School,310500860864,HARLEM CHILDREN'S ZONE PROMISE ACADEMY CHARTER SCHOOL
6,Public School,310500860883,KIPP INFINITY CHARTER SCHOOL
6,Public School,310500860886,HARLEM CHILDREN'S ZONE PROMISE ACADEMY II CHARTER SCHOOL
6,Public School,310500860894,DEMOCRACY PREPARATORY CHARTER SCHOOL
6,Public School,310500860921,SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 2
6,Public School,310500860928,ST HOPE LEADERSHIP ACADEMY CHARTER SCHOOL
6,Public School,310500860979,SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 5
6,Public School,310500860989,DEMOCRACY PREP HARLEM CHARTER SCHOOL
6,Public School,310500861001,DEMOCRACY PREP ENDURANCE CHARTER SCHOOL
6,Public School,310500861012,GLOBAL COMMUNITY CHARTER SCHOOL
6,Public School,310500861015,NEIGHBORHOOD CHARTER SCHOOL OF HARLEM
6,Public School,310600010004,PS 4 DUKE ELLINGTON
6,Public School,310600010005,PS 5 ELLEN LURIE
6,Public School,310600010008,PS 8 LUIS BELLIARD
6,Public School,310600010018,PS 18 PARK TERRACE
6,Public School,310600010028,PS 28 WRIGHT BROTHERS
6,Public School,310600010048,PS 48 PO MICHAEL J BUCZEK
6,Public School,310600010052,JHS 52 INWOOD
6,Public School,310600010098,PS 98 SHORAC KAPPOCK
6,Public School,310600010103,DOES PUENTES ELEMENTARY SCHOOL
6,Public School,310600010115,PS 115 ALEXANDER HUMBOLDT
6,Public School,310600010128,PS 128 AUDUBON
6,Public School,310600010132,PS 132 JUAN PABLO DUARTE
6,Public School,310600010143,JHS 143 ELEANOR ROOSEVELT
6,Public School,310600010152,PS 152 DYCKMAN VALLEY
6,Public School,310600010153,PS 153 ADAM CLAYTON POWELL
6,Public School,310600010173,PS 173
6,Public School,310600010178,PROFESSOR JUAN BOSCH PUBLIC SCHOOL
6,Public School,310600010187,PS/IS 187 HUDSON CLIFFS
6,Public School,310600010189,PS 189
6,Public School,310600010192,PS 192 JACOB H SCHIFF
6,Public School,310600010209,HAMILTON GRANGE MIDDLE SCHOOL
6,Public School,310600010210,PS/IS 210 21ST CENTURY ACADEMY FOR COMMUNITY LDERSHIP
6,Public School,310600010218,IS 218 SALOME URENA
6,Public School,310600010223,MOTT HALL SCHOOL (THE)
6,Public School,310600010278,PAULA HEDBAVNY SCHOOL
6,Public School,310600010311,AMISTAD DUAL LANGUAGE SCHOOL
6,Public School,310600010314,MUSCOTA
6,Public School,310600010319,MS 319 MARIE TERESA
6,Public School,310600010322,MIDDLE SCHOOL 322
6,Public School,310600010324,MS 324 PATRIA MIRABAL
6,Public School,310600010325,PS 325
6,Public School,310600010326,MS 326 WRITERS TODAY & LEADERS TOMORROW
6,Public School,310600010328,MS 328 MANHATTAN MIDDLE SCHOOL FOR SCIENTIFIC INQUIRY
6,Public School,310600010349,HARBOR HEIGHTS
6,Public School,310600010366,WASHINGTON HEIGHTS ACADEMY
6,Public School,310600010368,HAMILTON HEIGHTS SCHOOL
6,Public School,310600010513,CASTLE BRIDGE SCHOOL
6,Public School,310600010528,IS 528 BEA FULLER RODGERS SCHOOL
6,Public School,310600011211,INWOOD EARLY COLLEGE FOR HEALTH AND INFORMATION TECHNOLOGIES
6,Public School,310600011293,CITY COLLEGE ACADEMY OF THE ARTS
6,Public School,310600011346,COMMUNITY HEALTH ACADEMY OF THE HEIGHTS
6,Public School,310600011348,WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL
6,Public School,310600011423,HIGH SCHOOL FOR EXCELLENCE AND INNOVATION
6,Public School,310600011462,COLLEGE ACADEMY (THE)
6,Public School,310600011463,HIGH SCHOOL FOR MEDIA & COMMUNICATIONS
6,Public School,310600011467,HIGH SCHOOL FOR LAW & PUBLIC SERVICE
6,Public School,310600011468,HIGH SCHOOL FOR HEALTH CAREERS & SCIENCES
6,Public School,310600011540,A PHILIP RANDOLPH CAMPUS HIGH SCHOOL
6,Public School,310600011552,GREGORIO LUPERON HIGH SCH FOR SCIENCE AND MATHEMATICS
6,Public School,310600860887,NEW HEIGHTS ACADEMY CHARTER SCHOOL
6,Public School,310600860929,EQUITY PROJECT CHARTER SCHOOL (THE)
6,Public School,310600860966,INWOOD ACADEMY FOR LEADERSHIP CHARTER SCHOOL
6,Public School,310600861013,KIPP NYC WASHINGTON HEIGHTS ACADEMY CHARTER SCHOOL
6,Public School,310600861073,SUCCESS ACADEMY CS - WASHINGTON HGTS
6,Public School,320700010001,PS 1 COURTLANDT SCHOOL
6,Public School,320700010005,PS 5 PORT MORRIS
6,Public School,320700010018,PS 18 JOHN PETER ZENGER
6,Public School,320700010025,PS 25 BILINGUAL SCHOOL
6,Public School,320700010029,PS/MS 29 MELROSE SCHOOL
6,Public School,320700010030,PS 30 WILTON
6,Public School,320700010031,PS/MS 31 THE WILLIAM LLOYD GARRISON
6,Public School,320700010043,PS 43 JONAS BRONCK
6,Public School,320700010049,PS 49 WILLIS AVENUE
6,Public School,320700010065,PS 65 MOTHER HALE ACADEMY
6,Public School,320700010151,JHS 151 LOU GEHRIG
6,Public School,320700010154,PS 154 JONATHAN D HYATT
6,Public School,320700010157,PS 157 GROVE HILL
6,Public School,320700010161,PS 161 PONCE DE LEON
6,Public School,320700010162,JHS 162 LOLA RODRIGUEZ DE TIO
6,Public School,320700010179,PS 179
6,Public School,320700010223,MS 223 LABORATORY SCHOOL OF FINANCE AND TECHNOLOGY (THE)
6,Public School,320700010224,PS/IS 224
6,Public School,320700010277,PS 277
6,Public School,320700010296,SOUTH BRONX ACADEMY FOR APPLIED MEDIA
6,Public School,320700010298,ACADEMY OF PUBLIC RELATIONS
6,Public School,320700010343,ACADEMY OF APPLIED MATHEMATICS AND TECHNOLOGY
6,Public School,320700010359,CONCOURSE VILLAGE ELEMENTARY SCHOOL
6,Public School,320700010369,YOUNG LEADERS ELEMENTARY SCHOOL
6,Public School,320700010385,PERFORMANCE SCHOOL
6,Public School,320700011221,SOUTH BRONX PREPARATORY - A COLLEGE BOARD SCHOOL
6,Public School,320700011259,"HERO (HEALTH, EDUCATION AND RESEARCH OCCUPATIONS) HIGH SCHOOL"
6,Public School,320700011321,CROTONA ACADEMY HIGH SCHOOL
6,Public School,320700011334,INTERNATIONAL COMMUNITY HIGH SCHOOL
6,Public School,320700011379,JILL CHAIFETZ TRANSFER HIGH SCHOOL
6,Public School,320700011381,BRONX HAVEN HIGH SCHOOL
6,Public School,320700011427,COMMUNITY SCHOOL FOR SOCIAL JUSTICE
6,Public School,320700011473,MOTT HAVEN VILLAGE PREP HIGH SCHOOL
6,Public School,320700011495,UNIVERSITY HEIGHTS SECONDARY SCHOOL-BRONX COMMUNITY COLLEGE
6,Public School,320700011500,HOSTOS-LINCOLN ACADEMY OF SCIENCE
6,Public School,320700011520,FOREIGN LANGUAGE ACADEMY OF GLOBAL STUDIES
6,Public School,320700011522,BRONX DESIGN AND CONSTRUCTION ACADEMY
6,Public School,320700011527,BRONX LEADERSHIP ACADEMY II HIGH SCHOOL
6,Public School,320700011547,NEW EXPLORERS HIGH SCHOOL
6,Public School,320700011548,URBAN ASSEMBLY SCHOOL FOR CAREERS IN SPORTS
6,Public School,320700011551,URBAN ASSEMBLY BRONX ACADEMY OF LETTERS (THE)
6,Public School,320700011557,MOTT HAVEN COMMUNITY HIGH SCHOOL
6,Public School,320700011600,ALFRED E SMITH CAREER AND TECHNICAL HIGH SCHOOL
6,Public School,320700011670,HEALTH OPPORTUNITIES HIGH SCHOOL
6,Public School,320700860703,HEKETI COMMUNITY CHARTER SCHOOL
6,Public School,320700860820,KIPP ACADEMY CHARTER SCHOOL
6,Public School,320700860852,BRONX CHARTER SCHOOL FOR CHILDREN
6,Public School,320700860889,SOUTH BRONX CHARTER SCHOOL-INTER CULTURES AND ARTS
6,Public School,320700860915,BRONX GLOBAL LEARNING INSTITUTE FOR GIRLS CHARTER SCHOOL
6,Public School,320700860920,UNIVERSITY PREP CHARTER HIGH SCHOOL
6,Public School,320700860925,MOTT HAVEN ACADEMY CHARTER SCHOOL
6,Public School,320700860926,"NYC CHARTER HS-ARCHITECTURE, ENGINEERING, CONSTRUCTION INDUSTRIES"
6,Public School,320700860957,ACADEMIC LEADERSHIP CHARTER SCHOOL
6,Public School,320700860981,SUCCESS ACADEMY CHARTER SCHOOL-BRONX 1
6,Public School,320700861005,NEW YORK CITY MONTESSORI CHARTER SCHOOL
6,Public School,320700861014,BRILLA COLLEGE PREPARATORY CHARTER SCHOOL
6,Public School,320700861018,NEW VISIONS CHARTER HIGH SCHOOL FOR HUMANITIES II
6,Public School,320700861028,FAMILY LIFE ACADEMY CHARTER SCHOOL II
6,Public School,320700861035,SOUTH BRONX CLASSICAL CHARTER SCHOOL II
6,Public School,320700861062,AMERICAN DREAM CHARTER SCHOOL
6,Public School,320700861068,SOUTH BRONX EARLY COLLEGE ACADEMY CS
6,Public School,320700861070,FAMILY LIFE ACADEMY CHARTER SCHOOL III
6,Public School,320700861080,STOREFRONT ACADEMY CHARTER SCHOOL
6,Public School,320800010014,PS 14 SENATOR JOHN CALANDRA
6,Public School,320800010036,PS 36 UNIONPORT
6,Public School,320800010048,PS 48 JOSEPH R DRAKE
6,Public School,320800010062,PS 62 INOCENSIO CASANOVA
6,Public School,320800010069,PS 69 JOURNEY PREP SCHOOL
6,Public School,320800010071,PS 71 ROSE E SCALA
6,Public School,320800010072,PS 72 DR WILLIAM DORNEY
6,Public School,320800010075,PS 75 SCHOOL OF RESEARCH AND DISCOVERY
6,Public School,320800010093,PS 93 ALBERT G OLIVER
6,Public School,320800010100,PS 100 ISAAC CLASON
6,Public School,320800010101,MS 101 EDWARD R BYRNE
6,Public School,320800010107,PS 107
6,Public School,320800010119,PS 119
6,Public School,320800010123,JHS 123 JAMES M KIERNAN
6,Public School,320800010125,JHS 125 HENRY HUDSON
6,Public School,320800010130,PS 130 ABRAM STEVENS HEWITT
6,Public School,320800010131,JHS 131 ALBERT EINSTEIN
6,Public School,320800010138,PS 138 SAMUEL RANDALL
6,Public School,320800010140,PS 140 THE EAGLE SCHOOL
6,Public School,320800010146,PS 146 EDWARD COLLINS
6,Public School,320800010152,PS 152 EVERGREEN
6,Public School,320800010182,PS 182
6,Public School,320800010301,MS 301 PAUL L DUNBAR
6,Public School,320800010302,MS 302 LUISA DESSUS CRUZ
6,Public School,320800010304,PS 304 EARLY CHILDHOOD SCHOOL
6,Public School,320800010312,MILLENIUM ART ACADEMY
6,Public School,320800010333,PS 333 THE MUSEUM SCHOOL
6,Public School,320800010335,ACADEMY OF THE ARTS (THE)
6,Public School,320800010337,SCHOOL FOR INQUIRY AND SOCIAL JUSTICE (THE)
6,Public School,320800010366,URBAN ASSEMBLY FOR CIVIC ENGAGEMENT
6,Public School,320800010371,URBAN INSTITUTE OF MATHEMATICS
6,Public School,320800010375,BRONX MATHEMATICS PREPARATORY SCHOOL (THE)
6,Public School,320800010392,BRONX DELTA SCHOOL
6,Public School,320800010424,HUNTS POINT SCHOOL (THE)
6,Public School,320800010448,SOUNDVIEW ACADEMY FOR CULTURE AND SCHOLARSHIP
6,Public School,320800010467,MOTT HALL COMMUNITY SCHOOL
6,Public School,320800010562,BLUEPRINT MIDDLE SCHOOL
6,Public School,320800011269,BRONX STUDIO SCHOOL FOR WRITERS AND ARTISTS
6,Public School,320800011282,WOMEN'S ACADEMY OF EXCELLENCE
6,Public School,320800011293,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND TECHNOLOGY
6,Public School,320800011305,PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD STUDIES
6,Public School,320800011320,PELHAM LAB HIGH SCHOOL
6,Public School,320800011332,HOLCOMBE L RUCKER SCHOOL OF COMMUNITY RESEARCH
6,Public School,320800011348,SCHUYLERVILLE PREPARATORY HIGH SCHOOL
6,Public School,320800011349,BRONX RIVER HIGH SCHOOL
6,Public School,320800011367,"ARCHIMEDES ACADEMY FOR MATH, SCIENCE AND TECHNOLOGY APPLICATIONS"
6,Public School,320800011376,ANTONIA PANTOJA PREPARATORY ACADEMY
6,Public School,320800011377,BRONX COMMUNITY HIGH SCHOOL
6,Public School,320800011405,HERBERT H LEHMAN HIGH SCHOOL
6,Public School,320800011432,BRONX BRIDGES HIGH SCHOOL
6,Public School,320800011452,BRONX GUILD HIGH SCHOOL
6,Public School,320800011519,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUBLIC POLICY
6,Public School,320800011530,BANANA KELLY HIGH SCHOOL
6,Public School,320800011537,BRONX ARENA HIGH SCHOOL
6,Public School,320800011558,WESTCHESTER SQUARE ACADEMY
6,Public School,320800011559,SCHOOL FOR TOURISM AND HOSPITALITY
6,Public School,320800011561,BRONX COMPASS HIGH SCHOOL
6,Public School,320800860846,BRONX CHARTER SCHOOL FOR THE ARTS
6,Public School,320800860872,GRAND CONCOURSE ACAD CHARTER SCH
6,Public School,320800860903,HYDE LEADERSHIP CHARTER SCHOOL
6,Public School,320800860940,GIRLS PREPARATORY CHARTER SCHOOL OF THE BRONX
6,Public School,320800860994,BOYS PREP CHARTER SCHOOL OF NY
6,Public School,320800861017,NEW VISIONS CHARTER HIGH SCHOOL FOR ADVANCED MATH AND SCIENCE II
6,Public School,320800861030,ICAHN CHARTER SCHOOL 7
6,Public School,320800861044,SUCCESS ACADEMY CHARTER SCHOOL-BRONX 3
6,Public School,320800861074,SUCCESS ACADEMY CHARTER SCHOOL - BRONX 4
6,Public School,320900010004,PS/MS 4 CROTONA PARK WEST
6,Public School,320900010011,PS 11 HIGHBRIDGE
6,Public School,320900010022,JHS 22 JORDAN L MOTT
6,Public School,320900010028,PS 28 MOUNT HOPE
6,Public School,320900010035,PS 35 FRANZ SIEGEL
6,Public School,320900010042,PS 42 CLAREMONT
6,Public School,320900010053,PS 53 BASHEER QUISIM
6,Public School,320900010055,PS 55 BENJAMIN FRANKLIN
6,Public School,320900010058,PS 58
6,Public School,320900010063,PS 63 AUTHOR'S ACADEMY
6,Public School,320900010064,PS 64 PURA BELPRE
6,Public School,320900010070,PS 70 MAX SCHOENFELD
6,Public School,320900010073,PS 73 BRONX
6,Public School,320900010088,PS 88 S SILVERSTEIN LITTLE SPARROW SCHOOL
6,Public School,320900010109,PS 109 SEDGWICK
6,Public School,320900010110,PS 110 THEODORE SCHOENFELD
6,Public School,320900010114,PS 114 LUIS LORENS TORRES SCHOOL
6,Public School,320900010117,IS 117 JOSEPH H WADE
6,Public School,320900010126,PS 126 DR MARJORIE H DUNBAR
6,Public School,320900010128,MOTT HALL III
6,Public School,320900010132,PS 132 GARRETT A MORGAN
6,Public School,320900010145,JHS 145 ARTURO TOSCANINI
6,Public School,320900010163,PS 163 ARTHUR A SCHOMBERG
6,Public School,320900010170,PS 170
6,Public School,320900010199,PS 199 THE SHAKESPEARE SCHOOL
6,Public School,320900010204,PS 204 MORRIS HEIGHTS
6,Public School,320900010215,KAPPA
6,Public School,320900010218,PS/IS 218 RAFAEL HERNANDEZ DUAL LANGUAGE MAGNET SCHOOL
6,Public School,320900010219,IS 219 NEW VENTURE SCHOOL
6,Public School,320900010229,IS 229 ROLAND PATTERSON
6,Public School,320900010230,PS 230 DR ROLAND N PATTERSON
6,Public School,320900010232,IS 232
6,Public School,320900010236,PS 236 LANGSTON HUGHES
6,Public School,320900010274,NEW AMERICAN ACADEMY AT ROBERTO CLEMENTE STATE PARK
6,Public School,320900010294,WALTON AVENUE SCHOOL (THE)
6,Public School,320900010303,IS 303 LEADERSHIP & COMM SERVICE
6,Public School,320900010311,LUCERO ELEMENTARY SCHOOL
6,Public School,320900010313,IS 313 SCHOOL OF LEADERSHIP DEVELOPMENT
6,Public School,320900010323,BRONX WRITING ACADEMY
6,Public School,320900010325,URBAN SCIENCE ACADEMY
6,Public School,320900010327,COMPREHENSIVE MODEL SCHOOL PROJECT MS 327
6,Public School,320900010328,NEW MILLENNIUM BUSINESS ACADEMY MIDDLE SCHOOL
6,Public School,320900010339,IS 339
6,Public School,320900010361,HIGHBRIDGE GREEN SCHOOL (THE)
6,Public School,320900010443,FAMILY SCHOOL (THE)
6,Public School,320900010449,GRANT AVENUE ELEMENTARY SCHOOL
6,Public School,320900010454,SCIENCE AND TECHNOLOGY ACADEMY:  A MOTT HALL SCHOOL
6,Public School,320900010457,SHERIDAN ACADEMY FOR YOUNG LEADERS
6,Public School,320900010555,MOUNT EDEN CHILDREN'S ACADEMY
6,Public School,320900010568,YOUNG WOMEN'S LEADERSHIP SCHOOL OF THE BRONX
6,Public School,320900011227,BRONX COLLELGIATE ACADEMY
6,Public School,320900011231,EAGLE ACADEMY FOR YOUNG MEN
6,Public School,320900011241,URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE
6,Public School,320900011250,EXIMIUS COLLEGE PREPARATORY ACADEMY
6,Public School,320900011252,MOTT HALL BRONX HIGH SCHOOL
6,Public School,320900011260,BRONX CENTER FOR SCIENCE AND MATHEMATICS
6,Public School,320900011263,VALIDUS PREPARATORY ACADEMY
6,Public School,320900011276,LEADERSHIP INSTITUTE
6,Public School,320900011297,MORRIS ACADEMY FOR COLLABORATIVE STUDIES
6,Public School,320900011324,BRONX EARLY COLLEGE ACADEMY FOR TEACHING AND LEARNING
6,Public School,320900011329,DREAMYARD PREPARATORY SCHOOL
6,Public School,320900011350,NEW DIRECTIONS SECONDARY SCHOOL
6,Public School,320900011365,ACADEMY FOR LANGUAGE AND TECHNOLOGY
6,Public School,320900011403,BRONX INTERNATIONAL HIGH SCHOOL
6,Public School,320900011404,SCHOOL FOR EXCELLENCE
6,Public School,320900011412,BRONX HIGH SCHOOL OF BUSINESS
6,Public School,320900011413,BRONX HIGH SCHOOL FOR MEDICAL SCIENCE
6,Public School,320900011414,JONATHAN LEVIN HS OF MEDIA AND COMMUNICATIONS
6,Public School,320900011505,"BRONX SCHOOL FOR LAW, GOVERNMENT AND JUSTICE"
6,Public School,320900011517,FREDERICK DOUGLASS ACADEMY III SECONDARY SCHOOL
6,Public School,320900011525,BRONX LEADERSHIP ACADEMY HIGH SCHOOL
6,Public School,320900011543,HIGH SCHOOL FOR VIOLIN AND DANCE
6,Public School,320900011564,CLAREMONT INTERNATIONAL HIGH SCHOOL
6,Public School,320900860807,BRONX PREPARATORY CHARTER SCHOOL
6,Public School,320900860823,HARRIET TUBMAN CHARTER SCHOOL
6,Public School,320900860835,ICAHN CHARTER SCHOOL 1
6,Public School,320900860839,FAMILY LIFE ACADEMY CHARTER SCHOOL I
6,Public School,320900860913,BRONX ACADEMY OF PROMISE CHARTER SCHOOL
6,Public School,320900860962,METROPOLITAN LIGHTHOUSE CHARTER SCHOOL
6,Public School,320900860980,SUCCESS ACADEMY CHARTER SCHOOL-BRONX 2
6,Public School,320900861004,MOTT HALL CHARTER SCHOOL
6,Public School,320900861029,ICAHN CHARTER SCHOOL 6
6,Public School,320900861084,SOUTH BRONX CLASSICAL CHARTER III
6,Public School,321000010003,PS 3 RAUL JULIA MICRO SOCIETY
6,Public School,321000010007,MILTON FEIN SCHOOL
6,Public School,321000010008,PS 8 ISSAC VARIAN
6,Public School,321000010009,PS 9 RYER AVENUE ELEMENTARY SCHOOL
6,Public School,321000010015,PS 15 INSTITUTE FOR ENVIRONMENTAL LEARNING
6,Public School,321000010020,PS 20 PO GEORGE J WERDAN III
6,Public School,321000010023,PS 23 NEW CHILDREN'S SCHOOL (THE)
6,Public School,321000010024,PS 24 SPUYTEN DUYVIL
6,Public School,321000010032,PS 32 BELMONT
6,Public School,321000010033,PS 33 TIMOTHY DWIGHT
6,Public School,321000010037,PS 37 MULTIPLE INTELLIGENCE SCHOOL
6,Public School,321000010045,THOMAS C GIORDANO MIDDLE SCHOOL 45
6,Public School,321000010046,PS 46 EDGAR ALLEN POE
6,Public School,321000010051,PS 51 BRONX NEW SCHOOL
6,Public School,321000010054,PS/IS 54
6,Public School,321000010056,PS 56 NORWOOD HEIGHTS
6,Public School,321000010059,PS 59 THE COMMUNITY SCHOOL OF TECHNOLOGY
6,Public School,321000010077,BEDFORD PARK ELEMENTARY SCHOOL
6,Public School,321000010080,JHS 80 THE MOSHOLU PARKWAY
6,Public School,321000010081,PS 81 ROBERT J CHRISTEN
6,Public School,321000010085,PS 85 GREAT EXPECTATIONS
6,Public School,321000010086,PS 86 KINGSBRIDGE HEIGHTS
6,Public School,321000010091,PS 91 BRONX
6,Public School,321000010094,PS 94 KINGS COLLEGE SCHOOL
6,Public School,321000010095,PS 95 SHEILA MENCHER
